hpo_id	hpo_name	comment	definition_x
HP:0000200	Short lingual frenulum		The presence of an abnormally short lingual frenulum. [https://orcid.org/0000-0002-0736-9199]
HP:0004626	Lumbar scoliosis		
HP:0001894	Thrombocytosis	"Thrombocythemia and thrombocytosis are conditions with a higher than normal number of platelets. The term ""thrombocythemia"" is preferred when the cause of a high platelet count isn't known. The condition sometimes is called primary or essential thrombocythemia."	Increased numbers of platelets in the peripheral blood. [https://orcid.org/0000-0002-0736-9199]
HP:0010497	Sirenomelia		A developmental defect in which the legs are fused together. [https://orcid.org/0000-0002-0736-9199]
HP:0010347	Aplasia/Hypoplasia of the phalanges of the 2nd toe		
HP:0010324	Abnormal morphology of phalanx of the 2nd toe		An anomaly of a phalanx of second toe. [https://orcid.org/0009-0006-4530-3154]
HP:0010319	Abnormal second toe morphology		An anomaly of the second toe. [https://orcid.org/0000-0002-0736-9199]
HP:0008221	Adrenal hyperplasia		Enlargement of the adrenal gland. [https://orcid.org/0000-0002-0538-4547]
HP:0100267	Lip pit		A depression located on a lip. [https://orcid.org/0000-0002-0736-9199]
HP:0004736	Crossed fused renal ectopia		A developmental anomaly in which the kidneys are fused and localized on the same side of the midline. This anomaly is thought to result from disruption of the normal embryologic migration of the kidneys. [https://orcid.org/0000-0002-0736-9199]
HP:0010034	Short 1st metacarpal	"In contrast to the proximal phalanges of the digits 2-5, the proximal phalanx of the thumb is embryologically equivalent to the middle phalanges of the other digits, whereas the first metacarpal is embryologically of phalangeal origin and as such equivalent to the proximal phalanges of the other digits. {xref=""https://orcid.org/0000-0002-0736-9199""}"	A developmental defect characterized by reduced length of the first metacarpal (long bone) of the hand. [https://orcid.org/0000-0002-0736-9199]
HP:0010026	Aplasia/Hypoplasia of the 1st metacarpal		Aplasia or Hypoplasia affecting the 1st metacarpal. In contrast to the metacarpals 2-5, the first metacarpal is embryologically of phalangeal origin and as such equivalent to the proximal phalanges of the digits 2-5 (whereas the proximal phalanx of the thumb is equivalent to the middle phalanges of the other digits). [https://orcid.org/0000-0002-0736-9199]
HP:0010009	Abnormal 1st metacarpal morphology	In contrast to the metacarpals 2-5, the first metacarpal is embryologically of phalangeal origin and as such equivalent to the proximal phalanges of the digits 2-5, whereas the proximal phalanx of the thumb is equivalent to the middle phalanges of the other digits.	A structural anomaly of the first metacarpal. [https://orcid.org/0000-0002-0736-9199]
HP:0010655	Epiphyseal stippling	Stippling resolves with maturation of the epiphysis but is often replaced by some permament epiphyseal abnormality.	The presence of abnormal punctate (speckled, dot-like) calcifications in one or more epiphyses. [https://orcid.org/0000-0002-0736-9199]
HP:0002557	Hypoplastic nipples		Underdevelopment of the nipple. [https://orcid.org/0000-0002-0736-9199]
HP:0011912	Abnormality of the glenoid fossa		An anomaly of the glenoid fossa, also known as the glenoid cavity, which is the articular surface of the scapula that articulates with the head of the humerus. [https://orcid.org/0000-0002-0736-9199]
HP:0009836	Broad distal phalanx of finger	This term should be reserved for a radiological finding of increased width of the distal finger phalanx (bone). The term Broad fingertip should be used to denote a clinical impression of increased side to side width of the distance part of the finger.	Abnormally wide (broad) distal phalanx of finger. [https://orcid.org/0009-0006-4530-3154]
HP:0011824	Chin with H-shaped crease	The H-shape must be distinguished from Vertical crease of the chin.	H-shaped crease in the fat pad of the chin. [PMID:19125436]
HP:0011823	Chin with horizontal crease		Horizontal crease or fold situated below the vermilion border of the lower lip and above the fatty pad of the chin, with the face at rest. [PMID:19125436]
HP:0002057	Prominent glabella	The glabella is the area of the forehead in the midline between the supraorbital ridges, just above the nasal root.	Forward protrusion of the glabella. [https://orcid.org/0000-0002-0736-9199, PMID:19125436]
HP:0002056	Abnormality of the glabella		An abnormality of the glabella. [https://orcid.org/0000-0002-0736-9199]
HP:0009600	Thumb contracture		Lack of full passive range of motion (restrictions in flexion, extension, or other movements) of the thumb joint resulting from structural changes of non-bony tissues, such as muscles, tendons, ligaments, joint capsules and/or skin. The term camptodactyly is used if the distal and/or proximal interphalangeal joints are affected. [https://orcid.org/0000-0002-0736-9199, PMID:16214063, PMID:24975760, PMID:31282072]
HP:0002002	Deep philtrum	Some have used the term depressed philtrum, suggesting the presence of normal philtral ridges with a deeper groove, while admitting the difficulty in distinguishing this from prominent ridges with a normal philtral groove. We are unaware of a truly deepened philtral groove with normal height of the ridges.	Accentuated, prominent philtral ridges giving rise to an exaggerated groove in the midline between the nasal base and upper vermillion border. [PMID:19152422]
HP:0006713	Aplasia/Hypoplasia of the scapulae		
HP:0006709	Aplasia/Hypoplasia of the nipples		
HP:0011335	Frontal hirsutism		Excessive amount of hair growth on forehead. [https://orcid.org/0000-0002-9602-2321]
HP:0006665	Coat hanger sign of ribs	The coat hanger abnormality of the ribs is said to be a useful diagnostic marker of paternal uniparental disomy of chromosome 14.	An abnormal morphology of the ribs consisting of shorted, abnormally curved ribs. On posteroanterior chest radiography, the ribs show a curvature resembling that of a coat hanger (clothes hanger). [https://orcid.org/0000-0002-0736-9199, PMID:12712270, PMID:21607596]
HP:0000882	Hypoplastic scapulae		Underdeveloped scapula. [https://orcid.org/0000-0002-0736-9199]
HP:0000890	Long clavicles		Increased length of the clavicles. [https://orcid.org/0000-0002-0736-9199]
HP:0006591	Absent glenoid fossa		Lack of development of the glenoid fossa, also known as the glenoid cavity, which is the articular surface of the scapula that articulates with the head of the humerus. [https://orcid.org/0000-0002-0736-9199]
HP:0006508	Abnormality of tibial epiphyses		
HP:0006267	Large placenta		Increased size of the placenta. [https://orcid.org/0000-0002-0736-9199]
HP:0000919	Abnormality of the costochondral junction	The first seven pairs of ribs are connected with the sternum; the next three ribs are each articulated with the lower border of the cartilage of the preceding rib; the last two ribs have pointed extremities, which do not connect with the sternum.	Any anomaly of the costochondral junction. The costochondral junctions are located between the distal part of the ribs and the costal cartilages, which are bars of hyaline cartilage that connect the ribs to the sternum. [https://orcid.org/0000-0002-0736-9199]
HP:0000889	Abnormal clavicle morphology		Any abnormality of the clavicles (collar bones). [https://orcid.org/0000-0002-0736-9199]
HP:0000884	Prominent sternum		
HP:0100767	Abnormal placenta morphology	The placenta is a fetomaternal organ. The fetal portion of the placenta is the villous chorion and the maternal portion is the decidua basalis. The two portions are connected by anchoring villi that are anchored to the decidua basalis by the cytotrophoblastic shell.	An abnormality of the placenta, the organ that connects the developing fetus to the uterine wall to enable nutrient uptake, waste elimination, and gas exchange. [https://orcid.org/0000-0002-0736-9199]
HP:0012767	Abnormal placental size		A deviation from normal size of the placenta. [https://orcid.org/0000-0002-0736-9199]
HP:0007685	Peripheral retinal avascularization		
HP:0012284	Small proximal tibial epiphyses		Reduced size of the proximal epiphysis of the tibia. [https://orcid.org/0000-0002-0736-9199]
HP:0005989	Redundant neck skin	With age and increased vertical growth of the neck, excess nuchal skin may disappear and the neck may become broad or webbed. If the skin folds are vertical or paravertical, the term Neck webbing should be used.	Excess skin around the neck, often lying in horizontal folds. [PMID:19125436]
HP:0010591	Abnormality of the proximal tibial epiphysis		Any abnormality of the proximal epiphysis of the tibia. [https://orcid.org/0000-0002-0736-9199]
HP:0010561	Undulate ribs		An abnormally wavy surface or edge of the ribs. [https://orcid.org/0000-0002-0736-9199]
HP:0002410	Aqueductal stenosis		Stenosis of the cerebral aqueduct (also known as the mesencephalic duct, aqueductus mesencephali, or aqueduct of Sylvius), which connects the third cerebral ventricle in the diencephalon to the fourth ventricle, which is between the pons and cerebellum. [https://orcid.org/0000-0002-0736-9199]
HP:0011382	Hypoplasia of the semicircular canal		Underdevelopment of the semicircular canal. [HPO_CONTRIBUTOR:DDD_dfitzpatrick]
HP:0011226	Aplasia/Hypoplasia of the eyelid		Absence or underdevelopment of the eyelid. [https://orcid.org/0000-0002-0736-9199]
HP:0000625	Eyelid coloboma	The lateral segment of the lower eyelid is most commonly involved. As the milder forms of this finding are clearly subjective and no boundary of subjective and objective is defined, the term is considered subjective. The term eyelid coloboma has been replaced because the word coloboma should be used only for defects at the site of fusion of embryologic structures, which is not the case here. Modifiers to designate the location of the cleft may be added, such as lower and lateral.	A short discontinuity of the margin of the lower or upper eyelid. [PMID:19125427]
HP:0000528	Anophthalmia		Absence of the globe or eyeball. [HPO_CONTRIBUTOR:DDD_ncarter]
HP:0000458	Anosmia		An inability to perceive odors. This is a general term describing inability to smell arising in any part of the process of smelling from absorption of odorants into the nasal mucous overlying the olfactory epithelium, diffusion to the cilia, binding to olfactory receptor sites, generation of action potentials in olfactory neurons, and perception of a smell. [https://orcid.org/0000-0002-0736-9199]
HP:0000048	Bifid scrotum	A testis may or may not be present in each half of the scrotum.	Midline indentation or cleft of the scrotum. [https://orcid.org/0000-0002-0736-9199, PMID:23650202]
HP:0010751	Dimple chin		A persistent midline depression of the skin over the fat pad of the chin. [PMID:19125436]
