disorder_id,name,orpha_code,definition,prevalence_geo
11344,PMM2-CDG,79318,"PMM2-CDG is the most frequent form of congenital disorder of N-glycosylation and is characterized by cerebellar dysfunction, abnormal fat distribution, inverted nipples, strabismus and hypotonia. 3 forms of PMM2-CDG can be distinguished: the infantile multisystem type, late-infantile and childhood ataxia-intellectual disability type (3-10 yrs old), and the adult stable disability type. Infants usually develop ataxia, psychomotor delay and extraneurological manifestations including failure to thrive, enteropathy, hepatic dysfunction, coagulation abnormalities and cardiac and renal involvement. The phenotype is however highly variable and ranges from infants who die in the first year of life to mildly involved adults.",Unknown
8652,Mutilating palmoplantar keratoderma with periorificial keratotic plaques,659,Mutilating palmoplantar keratoderma (PPK) with periorificial keratotic plaques (also known as Olmsted syndrome) is a hereditary palmoplantar keratoderma characterized by the combination of bilateral mutilating transgredient palmoplantar keratoderma and periorificial keratotic plaques.,Worldwide=<1 / 1 000 000
22433,Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome,369837,"Intellectual disability-seizures-hypotonia-ophthalmologic-skeletal anomalies syndrome is a rare congenital disorder of glycosylation characterized by neonatal hypotonia, global development delay, developmental regress and severe to profound intellectual disability, infantile onset seizures that are initially associated with febrile episodes with subsequent transition to unprovoked seizures, impaired vision with esotropia and nystagmus, progressive cerebral and cerebellar atrophy, skeletal abnormalities (including brachycephaly, scoliosis, slender long bones, delayed bone age, pectus excavatum and osteopenia), inverted nipples and dysmorphic features including high and narrow forehead, frontal bossing, short nose, depressed nasal bridge, anteverted nares, high palate and wide open mouth consistent with facial hypotonia. Other features may include cardiac abnormalities (such as patent ductus arteriosus, atrial septal defects), urogenital abnormalities (such as nephrocalcinosis, urolithiasis), and low plasma concentration of alkaline phosphatase.",Worldwide=<1 / 1 000 000
147,Wolf-Hirschhorn syndrome,280,"A developmental disorder characterized by typical craniofacial features, prenatal and postnatal growth impairment, intellectual disability, severe delayed psychomotor development, seizures, and hypotonia.",Europe=1-9 / 100 000
25411,Early-onset epilepsy-intellectual disability-brain anomalies syndrome,488635,"A rare congenital disorder of glycosylation characterized by early onset of hypotonia, severe global developmental delay, intellectual disability, and seizures. Ataxia, mild facial dysmorphism, and autistic behavior have also been reported. Brain MRI findings are variable and include cerebral atrophy, cerebellar hypoplasia/atrophy, and thin corpus callosum.",Worldwide=<1 / 1 000 000
603,VACTERL/VATER association,887,"VACTERL/VATER is an association of congenital malformations typically characterized by the presence of at least three of the following: vertebral defects, anal atresia, cardiac defects, tracheo-esophageal fistula, renal anomalies, and limb abnormalities.",Unknown
12328,Syndactyly type 5,93406,"A rare non-syndromic syndactyly characterized by soft tissue syndactyly of the 3rd and 4th fingers and the 2nd and 3rd toes associated with metacarpal and metatarsal fusion of the 4th and 5th digits. Shortening of fused metacarpals, ulnar deviation of fingers, interdigital cleft, camptodactyly, short distal phalanges, and absent distal interphalangeal creases have also been reported.",Worldwide=<1 / 1 000 000
12331,"Brachydactyly-syndactyly, Zhao type",93409,"Brachydactyly-syndactyly, Zhao type is a recently described syndrome associating a brachydactyly type A4 (short middle phalanges of the 2nd and 5th fingers and absence of middle phalanges of the 2nd to 5th toes) and a syndactyly of the 2nd and 3rd toes. Metacarpals and metatarsals anomalies are common.",Worldwide=<1 / 1 000 000
21521,Atypical dentin dysplasia due to SMOC2 deficiency,314721,"A rare, genetic, dentin dysplasia disease characterized by extreme microdontia, oligodontia, and abnormal tooth shape (including globular teeth, incisal notches and double tooth formation). Short roots with a variable pulp phenotype (including taurodontia and flame-shaped pulp), enamel hypoplasia and anterior open bite may also be associated.",Worldwide=<1 / 1 000 000
25404,Autosomal recessive spastic paraplegia type 76,488594,"Autosomal recessive spastic paraplegia type 76 is a rare, complex hereditary spastic paraplegia characterized by adult onset slowly progressive, mild to moderate lower limb spasticity and hyperreflexia, resulting in gait disturbances, commonly associated with upper limb hyperreflexia and dysarthria. Foot deformities (usually pes cavus) and extensor plantar responses are also frequent. Additional features may include ataxia, lower limb weakness/amyotrophy, abnormal bladder function, distal sensory loss and mild intellectual deterioration.",Worldwide=<1 / 1 000 000
3355,Histidinemia,2157,"Histidinemia is a rare metabolic disorder characterized by elevated histidine levels in blood, urine, and cerebrospinal fluid, generally with no clinical repercussions.",Europe=1-9 / 100 000
22829,Autosomal recessive spastic paraplegia type 62,401785,"A pure or complex form of hereditary spastic paraplegia characterized by an onset in the first decade of life of spastic paraperesis (more prominent in lower than upper extremities) and unsteady gait, as well as increased deep tendon reflexes, amyotrophy, cerebellar ataxia, and flexion contractures of the knees, in some.",Worldwide=<1 / 1 000 000
12108,DK1-CDG,91131,"DK1-CDG is characterised by muscular hypotonia and ichthyosis. It has been described in four children from two consanguineous families. All the affected children died during early infancy, two from dilated cardiomyopathy. The syndrome is caused by a deficiency in dolichol kinase 1 (DK1), an enzyme involved in the <i>de novo</i> biosynthesis of dolichol phosphate. The mutations identified in the <i>DK1</i> gene led to a 96 to 98% reduction in DK activity.",Worldwide=<1 / 1 000 000
21110,Charcot-Marie-Tooth disease type 2P,300319,"Charcot-Marie-Tooth disease type 2P is a rare, genetic, axonal hereditary motor and sensory neuropathy disorder characterized by adulthood-onset of slowly progressive, occasionally asymmetrical, distal muscle weakness and atrophy (predominantly in the lower limbs), pan-modal sensory loss, muscle cramping in extremities and/or trunk, pes cavus and absent or reduced deep tendon reflexes. Gait anomalies and variable autonomic disturbances, such as erectile dysfunction and urinary urgency, may be associated.",Worldwide=<1 / 1 000 000
11109,Majeed syndrome,77297,"Majeed syndrome is a rare genetic multisystemic disorder characterized by chronic recurrent multifocal osteomyelitis, congenital dyserythropoietic anemia, which may be accompanied by neutrophilic dermatosis.",Worldwide=<1 / 1 000 000
219,Waardenburg syndrome type 1,894,"A subtype of Waardenburg syndrome (WS) characterized by congenital deafness, minor defects in structures arising from neural crest resulting in pigmentation anomalies of eyes, hair, and skin, in combination with dystopia canthorum.",Europe=1-9 / 100 000
221,Waardenburg syndrome type 3,896,"A very rare subtype of Waardenburg syndrome (WS) that is characterized by limb anomalies in association with congenital hearing loss, minor defects in structures arising from neural crest, resulting in pigmentation anomalies of eyes, hair, and skin.",Unknown
1695,Craniofacial-deafness-hand syndrome,1529,"A rare autosomal dominant, multiple congenital anomalies syndrome characterized by facial dysmorphism (flat facial profile with normal calvarium, hypertelorism, small downslanting palpebral fissures, hypoplastic nose with button tip and slitlike nares, and small, pursed mouth), profound sensorineural deafness, ulnar deviations and contractures of the hand. This disorder is allelic to Waardenburg syndrome, and distinguished by the imaging findings and distinct facial features.",Worldwide=<1 / 1 000 000
14329,Alveolar rhabdomyosarcoma,99756,,Unknown
23649,Polyendocrine-polyneuropathy syndrome,453533,"A rare genetic disease characterized by childhood onset of multiple endocrine manifestations in combination with central and peripheral nervous system abnormalities. Reported signs and symptoms include postnatal growth retardation, moderate intellectual disability, hypogonadotropic hypogonadism, insulin-dependent diabetes mellitus, central hypothyroidism, demyelinating sensorimotor polyneuropathy, and cerebellar and pyramidal signs. Progressive hearing loss and a hypoplastic pituitary gland have also been described. Brain imaging shows moderate white matter abnormalities.",Worldwide=<1 / 1 000 000
19076,Autosomal dominant striatal neurodegeneration,228169,"An adult-onset movement disorder characterized by bradykinesia, dysarthria and muscle rigidity.",Worldwide=<1 / 1 000 000
13786,Spinocerebellar ataxia type 15/16,98769,"Spinocerebellar ataxia type 15/16 (SCA15/16) is a rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I; see this term). It is characterized by cerebellar ataxia, tremor and cognitive impairment.",Worldwide=<1 / 1 000 000
